---------------------------
|         n |  n log_2(n) |
|      1073 |   10802.4 |
|      1074 |   10813.9 |
|      1075 |   10825.4 |
|      1076 |   10836.9 |
|      1077 |   10848.4 |
|      1078 |   10859.9 |
|      1079 |   10871.4 |
|      1080 |   10883.0 |
|      1081 |   10894.5 |
|      1082 |   10906.0 |
|      1083 |   10917.5 |
|      1084 |   10929.0 |
|      1085 |   10940.6 |
|      1086 |   10952.1 |
|      1087 |   10963.6 |
|      1088 |   10975.2 |
|      1089 |   10986.7 |
|      1090 |   10998.2 |
|      1091 |   11009.8 |
|      1092 |   11021.3 |
|      1093 |   11032.8 |
|      1094 |   11044.4 |
|      1095 |   11055.9 |
|      1096 |   11067.4 |
|      1097 |   11079.0 |
|      1098 |   11090.5 |
|      1099 |   11102.1 |
|      1100 |   11113.6 |
|      1101 |   11125.2 |
|      1102 |   11136.7 |
|      1103 |   11148.3 |
|      1104 |   11159.8 |
|      1105 |   11171.4 |
|      1106 |   11182.9 |
|      1107 |   11194.5 |
|      1108 |   11206.0 |
|      1109 |   11217.6 |
|      1110 |   11229.1 |
|      1111 |   11240.7 |
|      1112 |   11252.3 |
|      1113 |   11263.8 |
|      1114 |   11275.4 |
|      1115 |   11287.0 |
|      1116 |   11298.5 |
|      1117 |   11310.1 |
|      1118 |   11321.7 |
|      1119 |   11333.2 |
|      1120 |   11344.8 |
|      1121 |   11356.4 |
|      1122 |   11367.9 |
|      1123 |   11379.5 |
|      1124 |   11391.1 |
|      1125 |   11402.7 |
|      1126 |   11414.3 |
|      1127 |   11425.8 |
|      1128 |   11437.4 |
|      1129 |   11449.0 |
|      1130 |   11460.6 |
|      1131 |   11472.2 |
|      1132 |   11483.8 |
|      1133 |   11495.3 |
|      1134 |   11506.9 |
|      1135 |   11518.5 |
|      1136 |   11530.1 |
|      1137 |   11541.7 |
|      1138 |   11553.3 |
|      1139 |   11564.9 |
|      1140 |   11576.5 |
|      1141 |   11588.1 |
|      1142 |   11599.7 |
|      1143 |   11611.3 |
|      1144 |   11622.9 |
|      1145 |   11634.5 |
|      1146 |   11646.1 |
|      1147 |   11657.7 |
|      1148 |   11669.3 |
|      1149 |   11680.9 |
|      1150 |   11692.5 |
|      1151 |   11704.1 |
|      1152 |   11715.8 |
|      1153 |   11727.4 |
|      1154 |   11739.0 |
|      1155 |   11750.6 |
|      1156 |   11762.2 |
|      1157 |   11773.8 |
|      1158 |   11785.5 |
|      1159 |   11797.1 |
|      1160 |   11808.7 |
|      1161 |   11820.3 |
|      1162 |   11831.9 |
|      1163 |   11843.6 |
|      1164 |   11855.2 |
|      1165 |   11866.8 |
|      1166 |   11878.5 |
|      1167 |   11890.1 |
|      1168 |   11901.7 |
|      1169 |   11913.3 |
|      1170 |   11925.0 |
|      1171 |   11936.6 |
|      1172 |   11948.3 |
|      1173 |   11959.9 |
|      1174 |   11971.5 |
|      1175 |   11983.2 |
|      1176 |   11994.8 |
|      1177 |   12006.5 |
|      1178 |   12018.1 |
|      1179 |   12029.7 |
|      1180 |   12041.4 |
|      1181 |   12053.0 |
|      1182 |   12064.7 |
|      1183 |   12076.3 |
|      1184 |   12088.0 |
|      1185 |   12099.6 |
|      1186 |   12111.3 |
|      1187 |   12123.0 |
|      1188 |   12134.6 |
|      1189 |   12146.3 |
|      1190 |   12157.9 |
|      1191 |   12169.6 |
|      1192 |   12181.2 |
|      1193 |   12192.9 |
|      1194 |   12204.6 |
|      1195 |   12216.2 |
|      1196 |   12227.9 |
|      1197 |   12239.6 |
|      1198 |   12251.2 |
|      1199 |   12262.9 |
|      1200 |   12274.6 |
|      1201 |   12286.3 |
|      1202 |   12297.9 |
|      1203 |   12309.6 |
|      1204 |   12321.3 |
|      1205 |   12333.0 |
|      1206 |   12344.6 |
|      1207 |   12356.3 |
|      1208 |   12368.0 |
|      1209 |   12379.7 |
|      1210 |   12391.4 |
|      1211 |   12403.0 |
|      1212 |   12414.7 |
|      1213 |   12426.4 |
|      1214 |   12438.1 |
|      1215 |   12449.8 |
|      1216 |   12461.5 |
|      1217 |   12473.2 |
|      1218 |   12484.9 |
|      1219 |   12496.6 |
|      1220 |   12508.3 |
|      1221 |   12519.9 |
|      1222 |   12531.6 |
|      1223 |   12543.3 |
|      1224 |   12555.0 |
|      1225 |   12566.7 |
|      1226 |   12578.4 |
|      1227 |   12590.1 |
|      1228 |   12601.9 |
|      1229 |   12613.6 |
|      1230 |   12625.3 |
|      1231 |   12637.0 |
|      1232 |   12648.7 |
|      1233 |   12660.4 |
|      1234 |   12672.1 |
|      1235 |   12683.8 |
|      1236 |   12695.5 |
|      1237 |   12707.2 |
|      1238 |   12719.0 |
|      1239 |   12730.7 |
|      1240 |   12742.4 |
|      1241 |   12754.1 |
|      1242 |   12765.8 |
|      1243 |   12777.6 |
|      1244 |   12789.3 |
|      1245 |   12801.0 |
|      1246 |   12812.7 |
|      1247 |   12824.5 |
|      1248 |   12836.2 |
|      1249 |   12847.9 |
|      1250 |   12859.6 |
|      1251 |   12871.4 |
|      1252 |   12883.1 |
|      1253 |   12894.8 |
|      1254 |   12906.6 |
|      1255 |   12918.3 |
|      1256 |   12930.0 |
|      1257 |   12941.8 |
|      1258 |   12953.5 |
|      1259 |   12965.3 |
|      1260 |   12977.0 |
|      1261 |   12988.7 |
|      1262 |   13000.5 |
|      1263 |   13012.2 |
|      1264 |   13024.0 |
|      1265 |   13035.7 |
|      1266 |   13047.5 |
|      1267 |   13059.2 |
|      1268 |   13071.0 |
|      1269 |   13082.7 |
|      1270 |   13094.5 |
|      1271 |   13106.2 |
|      1272 |   13118.0 |
|      1273 |   13129.7 |
|      1274 |   13141.5 |
|      1275 |   13153.3 |
|      1276 |   13165.0 |
|      1277 |   13176.8 |
|      1278 |   13188.5 |
|      1279 |   13200.3 |
|      1280 |   13212.1 |
|      1281 |   13223.8 |
|      1282 |   13235.6 |
|      1283 |   13247.4 |
|      1284 |   13259.1 |
|      1285 |   13270.9 |
|      1286 |   13282.7 |
|      1287 |   13294.4 |
|      1288 |   13306.2 |
|      1289 |   13318.0 |
|      1290 |   13329.8 |
|      1291 |   13341.5 |
|      1292 |   13353.3 |
|      1293 |   13365.1 |
|      1294 |   13376.9 |
|      1295 |   13388.7 |
|      1296 |   13400.4 |
|      1297 |   13412.2 |
|      1298 |   13424.0 |
|      1299 |   13435.8 |
|      1300 |   13447.6 |
|      1301 |   13459.4 |
|      1302 |   13471.2 |
|      1303 |   13483.0 |
|      1304 |   13494.7 |
|      1305 |   13506.5 |
|      1306 |   13518.3 |
|      1307 |   13530.1 |
|      1308 |   13541.9 |
|      1309 |   13553.7 |
|      1310 |   13565.5 |
|      1311 |   13577.3 |
|      1312 |   13589.1 |
|      1313 |   13600.9 |
|      1314 |   13612.7 |
|      1315 |   13624.5 |
|      1316 |   13636.3 |
|      1317 |   13648.1 |
|      1318 |   13659.9 |
|      1319 |   13671.7 |
|      1320 |   13683.5 |
|      1321 |   13695.4 |
|      1322 |   13707.2 |
|      1323 |   13719.0 |
|      1324 |   13730.8 |
|      1325 |   13742.6 |
|      1326 |   13754.4 |
|      1327 |   13766.2 |
|      1328 |   13778.1 |
|      1329 |   13789.9 |
|      1330 |   13801.7 |
|      1331 |   13813.5 |
|      1332 |   13825.3 |
|      1333 |   13837.2 |
|      1334 |   13849.0 |
|      1335 |   13860.8 |
|      1336 |   13872.6 |
|      1337 |   13884.5 |
|      1338 |   13896.3 |
|      1339 |   13908.1 |
|      1340 |   13919.9 |
|      1341 |   13931.8 |
|      1342 |   13943.6 |
|      1343 |   13955.4 |
|      1344 |   13967.3 |
|      1345 |   13979.1 |
|      1346 |   13990.9 |
|      1347 |   14002.8 |
|      1348 |   14014.6 |
|      1349 |   14026.5 |
|      1350 |   14038.3 |
|      1351 |   14050.1 |
|      1352 |   14062.0 |
|      1353 |   14073.8 |
|      1354 |   14085.7 |
|      1355 |   14097.5 |
|      1356 |   14109.4 |
|      1357 |   14121.2 |
|      1358 |   14133.1 |
|      1359 |   14144.9 |
|      1360 |   14156.8 |
|      1361 |   14168.6 |
|      1362 |   14180.5 |
|      1363 |   14192.3 |
|      1364 |   14204.2 |
|      1365 |   14216.0 |
|      1366 |   14227.9 |
|      1367 |   14239.8 |
|      1368 |   14251.6 |
|      1369 |   14263.5 |
|      1370 |   14275.3 |
|      1371 |   14287.2 |
|      1372 |   14299.1 |
|      1373 |   14310.9 |
|      1374 |   14322.8 |
|      1375 |   14334.7 |
|      1376 |   14346.5 |
|      1377 |   14358.4 |
|      1378 |   14370.3 |
|      1379 |   14382.2 |
|      1380 |   14394.0 |
|      1381 |   14405.9 |
|      1382 |   14417.8 |
|      1383 |   14429.6 |
|      1384 |   14441.5 |
|      1385 |   14453.4 |
|      1386 |   14465.3 |
|      1387 |   14477.2 |
|      1388 |   14489.0 |
|      1389 |   14500.9 |
|      1390 |   14512.8 |
|      1391 |   14524.7 |
|      1392 |   14536.6 |
|      1393 |   14548.5 |
|      1394 |   14560.4 |
|      1395 |   14572.2 |
|      1396 |   14584.1 |
|      1397 |   14596.0 |
|      1398 |   14607.9 |
|      1399 |   14619.8 |
|      1400 |   14631.7 |
|      1401 |   14643.6 |
|      1402 |   14655.5 |
|      1403 |   14667.4 |
|      1404 |   14679.3 |
|      1405 |   14691.2 |
|      1406 |   14703.1 |
|      1407 |   14715.0 |
|      1408 |   14726.9 |
|      1409 |   14738.8 |
|      1410 |   14750.7 |
|      1411 |   14762.6 |
|      1412 |   14774.5 |
|      1413 |   14786.4 |
|      1414 |   14798.3 |
|      1415 |   14810.2 |
|      1416 |   14822.1 |
|      1417 |   14834.0 |
|      1418 |   14846.0 |
|      1419 |   14857.9 |
|      1420 |   14869.8 |
|      1421 |   14881.7 |
|      1422 |   14893.6 |
|      1423 |   14905.5 |
|      1424 |   14917.4 |
|      1425 |   14929.4 |
|      1426 |   14941.3 |
|      1427 |   14953.2 |
|      1428 |   14965.1 |
|      1429 |   14977.0 |
|      1430 |   14989.0 |
|      1431 |   15000.9 |
|      1432 |   15012.8 |
|      1433 |   15024.8 |
|      1434 |   15036.7 |
|      1435 |   15048.6 |
|      1436 |   15060.5 |
|      1437 |   15072.5 |
|      1438 |   15084.4 |
|      1439 |   15096.3 |
|      1440 |   15108.3 |
|      1441 |   15120.2 |
|      1442 |   15132.1 |
|      1443 |   15144.1 |
|      1444 |   15156.0 |
|      1445 |   15168.0 |
|      1446 |   15179.9 |
|      1447 |   15191.8 |
|      1448 |   15203.8 |
|      1449 |   15215.7 |
|      1450 |   15227.7 |
|      1451 |   15239.6 |
|      1452 |   15251.6 |
|      1453 |   15263.5 |
|      1454 |   15275.4 |
|      1455 |   15287.4 |
|      1456 |   15299.3 |
|      1457 |   15311.3 |
|      1458 |   15323.3 |
|      1459 |   15335.2 |
|      1460 |   15347.2 |
|      1461 |   15359.1 |
|      1462 |   15371.1 |
|      1463 |   15383.0 |
|      1464 |   15395.0 |
|      1465 |   15406.9 |
|      1466 |   15418.9 |
|      1467 |   15430.9 |
|      1468 |   15442.8 |
|      1469 |   15454.8 |
|      1470 |   15466.8 |
|      1471 |   15478.7 |
|      1472 |   15490.7 |
|      1473 |   15502.6 |
|      1474 |   15514.6 |
|      1475 |   15526.6 |
|      1476 |   15538.6 |
|      1477 |   15550.5 |
|      1478 |   15562.5 |
|      1479 |   15574.5 |
|      1480 |   15586.4 |
|      1481 |   15598.4 |
|      1482 |   15610.4 |
|      1483 |   15622.4 |
|      1484 |   15634.3 |
|      1485 |   15646.3 |
|      1486 |   15658.3 |
|      1487 |   15670.3 |
|      1488 |   15682.3 |
|      1489 |   15694.3 |
|      1490 |   15706.2 |
|      1491 |   15718.2 |
|      1492 |   15730.2 |
|      1493 |   15742.2 |
|      1494 |   15754.2 |
|      1495 |   15766.2 |
|      1496 |   15778.2 |
|      1497 |   15790.1 |
|      1498 |   15802.1 |
|      1499 |   15814.1 |
|      1500 |   15826.1 |
|      1501 |   15838.1 |
|      1502 |   15850.1 |
|      1503 |   15862.1 |
|      1504 |   15874.1 |
|      1505 |   15886.1 |
|      1506 |   15898.1 |
|      1507 |   15910.1 |
|      1508 |   15922.1 |
|      1509 |   15934.1 |
|      1510 |   15946.1 |
|      1511 |   15958.1 |
|      1512 |   15970.1 |
|      1513 |   15982.1 |
|      1514 |   15994.1 |
|      1515 |   16006.1 |
|      1516 |   16018.1 |
|      1517 |   16030.1 |
|      1518 |   16042.2 |
|      1519 |   16054.2 |
|      1520 |   16066.2 |
|      1521 |   16078.2 |
|      1522 |   16090.2 |
|      1523 |   16102.2 |
|      1524 |   16114.2 |
|      1525 |   16126.3 |
|      1526 |   16138.3 |
|      1527 |   16150.3 |
|      1528 |   16162.3 |
|      1529 |   16174.3 |
|      1530 |   16186.4 |
|      1531 |   16198.4 |
|      1532 |   16210.4 |
|      1533 |   16222.4 |
|      1534 |   16234.4 |
|      1535 |   16246.5 |
|      1536 |   16258.5 |
|      1537 |   16270.5 |
|      1538 |   16282.6 |
|      1539 |   16294.6 |
|      1540 |   16306.6 |
|      1541 |   16318.7 |
|      1542 |   16330.7 |
|      1543 |   16342.7 |
|      1544 |   16354.8 |
|      1545 |   16366.8 |
|      1546 |   16378.8 |
|      1547 |   16390.9 |
|      1548 |   16402.9 |
|      1549 |   16414.9 |
|      1550 |   16427.0 |
|      1551 |   16439.0 |
|      1552 |   16451.1 |
|      1553 |   16463.1 |
|      1554 |   16475.2 |
|      1555 |   16487.2 |
|      1556 |   16499.2 |
|      1557 |   16511.3 |
|      1558 |   16523.3 |
|      1559 |   16535.4 |
|      1560 |   16547.4 |
|      1561 |   16559.5 |
|      1562 |   16571.5 |
|      1563 |   16583.6 |
|      1564 |   16595.6 |
|      1565 |   16607.7 |
|      1566 |   16619.8 |
|      1567 |   16631.8 |
|      1568 |   16643.9 |
|      1569 |   16655.9 |
|      1570 |   16668.0 |
|      1571 |   16680.0 |
|      1572 |   16692.1 |
|      1573 |   16704.2 |
|      1574 |   16716.2 |
|      1575 |   16728.3 |
|      1576 |   16740.4 |
|      1577 |   16752.4 |
|      1578 |   16764.5 |
|      1579 |   16776.6 |
|      1580 |   16788.6 |
|      1581 |   16800.7 |
|      1582 |   16812.8 |
|      1583 |   16824.8 |
|      1584 |   16836.9 |
|      1585 |   16849.0 |
|      1586 |   16861.0 |
|      1587 |   16873.1 |
|      1588 |   16885.2 |
|      1589 |   16897.3 |
|      1590 |   16909.3 |
|      1591 |   16921.4 |
|      1592 |   16933.5 |
|      1593 |   16945.6 |
|      1594 |   16957.7 |
|      1595 |   16969.7 |
|      1596 |   16981.8 |
|      1597 |   16993.9 |
|      1598 |   17006.0 |
|      1599 |   17018.1 |
|      1600 |   17030.2 |
|      1601 |   17042.3 |
|      1602 |   17054.3 |
|      1603 |   17066.4 |
|      1604 |   17078.5 |
|      1605 |   17090.6 |
|      1606 |   17102.7 |
|      1607 |   17114.8 |
|      1608 |   17126.9 |
|      1609 |   17139.0 |
|      1610 |   17151.1 |
|      1611 |   17163.2 |
|      1612 |   17175.3 |
|      1613 |   17187.4 |
|      1614 |   17199.5 |
|      1615 |   17211.6 |
|      1616 |   17223.7 |
|      1617 |   17235.8 |
|      1618 |   17247.9 |
|      1619 |   17260.0 |
|      1620 |   17272.1 |
|      1621 |   17284.2 |
|      1622 |   17296.3 |
|      1623 |   17308.4 |
|      1624 |   17320.5 |
|      1625 |   17332.6 |
|      1626 |   17344.7 |
|      1627 |   17356.8 |
|      1628 |   17368.9 |
|      1629 |   17381.1 |
|      1630 |   17393.2 |
|      1631 |   17405.3 |
|      1632 |   17417.4 |
|      1633 |   17429.5 |
|      1634 |   17441.6 |
|      1635 |   17453.7 |
|      1636 |   17465.9 |
|      1637 |   17478.0 |
|      1638 |   17490.1 |
|      1639 |   17502.2 |
|      1640 |   17514.3 |
|      1641 |   17526.5 |
|      1642 |   17538.6 |
|      1643 |   17550.7 |
|      1644 |   17562.8 |
|      1645 |   17575.0 |
|      1646 |   17587.1 |
|      1647 |   17599.2 |
|      1648 |   17611.4 |
|      1649 |   17623.5 |
|      1650 |   17635.6 |
|      1651 |   17647.7 |
|      1652 |   17659.9 |
|      1653 |   17672.0 |
|      1654 |   17684.1 |
|      1655 |   17696.3 |
|      1656 |   17708.4 |
|      1657 |   17720.6 |
|      1658 |   17732.7 |
|      1659 |   17744.8 |
|      1660 |   17757.0 |
|      1661 |   17769.1 |
|      1662 |   17781.2 |
|      1663 |   17793.4 |
|      1664 |   17805.5 |
|      1665 |   17817.7 |
|      1666 |   17829.8 |
|      1667 |   17842.0 |
|      1668 |   17854.1 |
|      1669 |   17866.3 |
|      1670 |   17878.4 |
|      1671 |   17890.6 |
|      1672 |   17902.7 |
|      1673 |   17914.9 |
|      1674 |   17927.0 |
|      1675 |   17939.2 |
|      1676 |   17951.3 |
|      1677 |   17963.5 |
|      1678 |   17975.6 |
|      1679 |   17987.8 |
|      1680 |   17999.9 |
|      1681 |   18012.1 |
|      1682 |   18024.2 |
|      1683 |   18036.4 |
|      1684 |   18048.6 |
|      1685 |   18060.7 |
|      1686 |   18072.9 |
|      1687 |   18085.1 |
|      1688 |   18097.2 |
|      1689 |   18109.4 |
|      1690 |   18121.5 |
|      1691 |   18133.7 |
|      1692 |   18145.9 |
|      1693 |   18158.0 |
|      1694 |   18170.2 |
|      1695 |   18182.4 |
|      1696 |   18194.6 |
|      1697 |   18206.7 |
|      1698 |   18218.9 |
|      1699 |   18231.1 |
|      1700 |   18243.2 |
|      1701 |   18255.4 |
|      1702 |   18267.6 |
|      1703 |   18279.8 |
|      1704 |   18291.9 |
|      1705 |   18304.1 |
|      1706 |   18316.3 |
|      1707 |   18328.5 |
|      1708 |   18340.7 |
|      1709 |   18352.8 |
|      1710 |   18365.0 |
|      1711 |   18377.2 |
|      1712 |   18389.4 |
|      1713 |   18401.6 |
|      1714 |   18413.8 |
|      1715 |   18425.9 |
|      1716 |   18438.1 |
|      1717 |   18450.3 |
|      1718 |   18462.5 |
|      1719 |   18474.7 |
|      1720 |   18486.9 |
|      1721 |   18499.1 |
|      1722 |   18511.3 |
|      1723 |   18523.5 |
|      1724 |   18535.7 |
|      1725 |   18547.9 |
|      1726 |   18560.1 |
|      1727 |   18572.2 |
|      1728 |   18584.4 |
|      1729 |   18596.6 |
